2019-09-05T14:03:47.431-07:,0000000000000081060288B53FEBF4D050AF6D43FE5AEA27DEFF6C03FE9E4B3D3C1111C3FECB08DAA43DDCE3FE99FB95E5ACC38
2019-09-05T14:03:47.531-07:,0000000000000081060288B53FE7855354ECA3FE1C3C9FF2DFCAA3FD0E465A25B67743FEA28C974C2EEDC3FD6F7F4556CCE0
2019-09-05T14:03:47.632-07:,0000000000000081060288B53F93414B74F678803FE6667D95C7E4863FE49684D4C923F63FD13B1142F875F83FD6571FAECA60D4
2019-09-05T14:03:47.734-07:,0000000000000081060288B53FEA62CB7A8C85503FE9DA2CDE4BE0C3FDB174DC02729C3FE427EA924D14843FE216C55DD5910
2019-09-05T14:03:47.834-07:,0000000000000081060288B53FEEE5849DBEAC3F9046C7BA5171C03FEFDEA47F58AA23FDB9B5D923B3F43FD02C64DCBFC878
2019-09-05T14:03:47.933-07:,0000000000000081060288B53FA0B7768BC6C03FE355FFCDEB9ECA3FEECCA57D12E743FE689EF27DA41D43FDEE11A31AF360
2019-09-05T14:03:48.034-07:,0000000000000081060288B53FD85BC9515690503FEBA8F424105A983FD41B556C9AD0483FE7BDF1A453FDC83FEB5CEC29C8B6C4
2019-09-05T14:03:48.134-07:,0000000000000081060288B53FE4F0FEDC9C403FDEED64E2B3AC443FE4C43A702F3F903FDCE03950C078703FC9BC7AEC855B10
2019-09-05T14:03:48.233-07:,0000000000000081060288B53FDC2A7DCDD1A7A03FE7A830634AA583FE697EB22EE7CA43FEEB5BC3DA93EDE3FE5264FF640ECE8
2019-09-05T14:03:48.334-07:,0000000000000081060288B53FE1966A7BB1D973FEE7014998FBA943FD91E311E89F8503FD743FC4739BF903FEEF096F2978C9C
2019-09-05T14:03:48.436-07:,0000000000000081060288B53FDBC9265C51DB03FBBA6DE6C991C303FE4BE72DB1DCECA3FE613E8A8AE623A3FDDC4DDB8867AD4
2019-09-05T14:03:48.536-07:,0000000000000081060288B53FBE4014567D13A03FE0A8ECD84E8D7C3FE82734D99C7103FD9996ABD95A6793FE0207EE094BF74
2019-09-05T14:03:48.636-07:,0000000000000081060288B53FDF77CD9B8D88723FD9CBCA49F63BC3FEC9D82923469CF3FECE4247EC8D333FE6A5A6205CAD1C
2019-09-05T14:03:48.735-07:,0000000000000081060288B53FE2F4D3BBA95EB43FD887DA64675E623FE73F7E671C2DC23FEB73FF366FE193FDAD0496476894
2019-09-05T14:03:48.837-07:,0000000000000081060288B53FEE27CE3B95E79A3FD995759A712A03FEBD1A06C1735183FE4E7531DC541F43FD31199A5B3ECF8
2019-09-05T14:03:48.939-07:,0000000000000081060288B53FCEECD6D02269C03FE7D6F77C3F0133FD7C51468304703FEC6EA4FAF621C03FE0A9910ABAE68
2019-09-05T14:03:49.038-07:,0000000000000081060288B53FD5ADBF953880E83FD07915530BC143FD264BAD3FD44F83FE857B1C8E5F99E3FE3765CE0F6C14C
2019-09-05T14:03:49.140-07:,0000000000000081060288B53FCEF5143E7299903FE1F3885716573C3FB9331F8B3C74A03FC34E1ED55894A03FD137391980B540
2019-09-05T14:03:49.241-07:,0000000000000081060288B53FCA6DA12516BC503FEB78D152ECE3DA3FEC7443DC4FDB83FD71970336A03F7318F935FD580
2019-09-05T14:03:49.342-07:,0000000000000081060288B53FCEA95631BAF803FDDD720226638E43FE4C3E0768151753FD7DBCC2D9269C3FE954FF2DA29EB8
2019-09-05T14:03:49.442-07:,0000000000000081060288B53FC0C74BA81D1203FEF5C597B764B143FE2AF4B55083843FEF9663910A66E3FD51CBE99BD29D0
2019-09-05T14:03:49.543-07:,0000000000000081060288B53FE519881126DA303FED1A84F0054AE3FEDFD704924EB1E3FD3F9E1C26637603FE488D61ED7173C
2019-09-05T14:03:49.643-07:,0000000000000081060288B53FEF2454E80F7603FEED0802A3DE9FC3FEF31CEAAEE28F3FE7AAAE0399163FE15F66AFE6DF4
2019-09-05T14:03:49.744-07:,0000000000000081060288B53FD8FFA769F4129C3FE94F3DB7DFCA743FE353CDE6DF569C3FE08B3C1BE4B81C3FDC4D5729ACCB98
2019-09-05T14:03:49.845-07:,0000000000000081060288B53FC28CF8739F80103FE7AD2EA9213B843FD9A532E6C922E43FB638DDA482E703FD2C1A9EE7D8F48
2019-09-05T14:03:49.945-07:,0000000000000081060288B53FD5284A6C1AEA403FD755B4F4AC2BBC3FE86A7A61B6E7E43FDA595879E55503FE8D7E4E4D3551
2019-09-05T14:03:50.045-07:,0000000000000081060288B53FE764F35F7A7A603FE44D15A82C73203FA08673C523DD803FE0606D12BB06A3FD3991814AC458
2019-09-05T14:03:50.146-07:,0000000000000081060288B53FE1C759BB6AC34B3FE93728D796F1AC3FC4E7E32C28EC303FDBC8F4E6298103FE35B7AA97CCA90
2019-09-05T14:03:50.246-07:,0000000000000081060288B53FD972AF1319AB03FEDA616692F36A53FE04389CC9C23FD3FE73752106CF67E3FEA2E883BA1CD4
2019-09-05T14:03:50.346-07:,0000000000000081060288B53FE26DD6911BB7E03FA9957CE42F3C03FE1373D2752B583FE21F98E98AA4A3FEB2F8A419A89CA
2019-09-05T14:03:50.447-07:,0000000000000081060288B53FE12D4C321DDC23FEE379B9DADBB63FC76A35BFA0D1F03FEEBE8D69EB6B143FBC8B3F785248E0
2019-09-05T14:03:50.549-07:,0000000000000081060288B53FE05EB3E82F27C3FE9558A93BA2FA3FD4DCA17F56BC3FE69866A8A0B6653FED99CB8A7B7AC
2019-09-05T14:03:50.651-07:,0000000000000081060288B53FDCE04440BD11CC3FEEB5A481B9AE43FCBD1ED266E82A03FD23E9E74C47D103FEDA7E920234
2019-09-05T14:03:50.751-07:,0000000000000081060288B53FE66C70BDB4FA63FE72AA83EC1559C3FEA558B32C263B03FEFBB3639E6244C3FD947185A431628
2019-09-05T14:03:50.852-07:,0000000000000081060288B53FEC92ABB3827C203FE62C2A8A6429C3FDAA33DC48F127C3FE8F66656717D303FE471E637692A2
2019-09-05T14:03:50.953-07:,0000000000000081060288B53FEFCE87EC5BB5A03FBA4F4DB75386603FD96837ED55D843FDE9941719BC5F03FEE7C532CD0286
2019-09-05T14:03:51.054-07:,0000000000000081060288B53FEA084ECAFC54C3FC9C74DB3B5F4D03FE459E12EBDF2483FED7DD947EACA283FEE31BD5177EAB8
2019-09-05T14:03:51.155-07:,0000000000000081060288B53FEF3093659EE6123FEB86DB5A3D70193FE8ED4CFAFC2303FD89BC2AB62C603FE32B673977E6C0
2019-09-05T14:03:51.255-07:,0000000000000081060288B53FDDB170BC643F775DF5C1D4403FC4ED42E2416B603FEA1CF75339E1D83FA72C31E86F0C0
2019-09-05T14:03:51.356-07:,0000000000000081060288B53FE4D76FA82051BC3FC6BDF442744C803FB1648E727E79203FEED82596AAEAFC3FD93C5F7E67CA70
2019-09-05T14:03:51.456-07:,0000000000000081060288B53FC53F39D035F3E83FE3A4B94CF5DE593FED4D2102CE2683FE0BD25A902D23FE53010C4F54E86
2019-09-05T14:03:51.556-07:,0000000000000081060288B53FEBEBCBFF6643C83FA057A2E6AEEDC03FD38D7FA6D9C803FE4526793242F3FE1C69B965783FF
2019-09-05T14:03:51.655-07:,0000000000000081060288B53FEA63819C5352503FC4A5BDC81F9A103FEBB3A6496AFD7C3FE4681132CD594E3FE16DFC31D4D56
2019-09-05T14:03:51.757-07:,0000000000000081060288B53FE9CFE7A68FD4B63FEA129BDEAB71C3FCAF7CA66F3EBE83FC1AE4564C595783FBF1073A3FD60
2019-09-05T14:03:51.857-07:,0000000000000081060288B53FDA89FB1F5D69B83FE995B8DBF1EEFC3FB982FF8E4A803FBDB99F5D1DE03FD5AD1BED3EED60
2019-09-05T14:03:51.959-07:,0000000000000081060288B53FCBB3196573903FE41261DE2F52B43FE6B738F7A35703FD7D752ACBB75F03F99AA6A4B1240
2019-09-05T14:03:52.059-07:,0000000000000081060288B53FEF2E81E3ED0303FED519E9D8F7E9E3FE84797762487803FEFB760CE9231AC3FE3FDC754EC2CBA
2019-09-05T14:03:52.159-07:,0000000000000081060288B53FE1FA2D9EA456943FE0B2D87CBE94853FE3490CFEB5543FEC43CE585D4D3FEC0E5A415D334
